type	by	post_message	picture	link	link_domain	post_published	post_published_unix	likes	likes_count_fb	comments_all	comments_base	comments_replies	shares	comment_likes	engagement	post_id	post_link
status	post_user_166283443520449	BLITZ  DA  LEI  MOLHADA  LEI  MOLHADA – A CRIAÇÃO DESSE PROJETO DE LEI TEM COMO FINALIDADE O COMBATE À CORRUPÇÃO NO BRASIL. ELA FOI INSPIRADA NA EXPRESSÃO POPULAR “MOLHAR A MÃO” QUE SIGNIFICA DAR OU RECEBER PROPINA_ DAR OU RECEBER SUBORNO_ CORROMPER OU SER CORROMPIDO.  ENTENDEMOS SER IMPORTANTE A REALIZAÇÃO DE BLITZ NOS ÓRGÃOS ONDE ESTEJAM ACONTECENDO A PRÁTICA DA CORRUPÇÃO. COMO EXEMPLO_ PODEMOS CITAR O DETRAN DO RIO DE JANEIRO_ ONDE HÁ GRANDE ÍNDICE DESSA PRÁTICA QUE ATUALMENTE FOI MAIS UMA VEZ COMPROVADA_ E TAMBÉM BLITZ PARA FISCALIZAR PARLAMENTARES QUE SE VENDEM A LOBISTAS_ PARA DEFENDER O INTERESSE DE EMPRESÁRIOS CORRUPTOS_ ENTRE OUTROS.  ESTAMOS ELABORANDO O PROJETO DA LEI MOLHADA PARA SER ENCAMINHADO À CÂMARA FEDERAL_ E CONTAMOS COM O APOIO DE PARLAMENTARES HONESTOS QUE DE FATO  SE PREOCUPAM COM O FUTURO DESSA NAÇÃO_ CERTOS DE QUE ESSA LEI FORTALECERÁ O COMBATE À CORRUPÇÃO EM NOSSO PAÍS. VAMOS LAVAR O BRASIL COM A LEI MOLHADA.  SAIBA MAIS E PARTICIPE NO TRANSITOMAISHUMANO.BLOGSPOT.COM 				2013-10-24T13:26:33+0000	1382621193	0	0	0	0	0	0	0	0	166283443520449_251974194951373	https://www.facebook.com/166283443520449/posts/251974194951373
status	post_user_166283443520449	Para quem não viu: Entrevista do ex-presidente Lula para o jornal El Pais_ da Espanha_ onde  ele diz... _O crescimento do PT nos últimos anos gerou “defeitos” no partido_ dentre os quais a corrupção._ Isso é brincadeira? Quer dizer que o PT_ não era corrupto antes por falta de espaço?				2013-10-23T13:52:08+0000	1382536328	0	0	0	0	0	0	0	0	166283443520449_251584668323659	https://www.facebook.com/166283443520449/posts/251584668323659
link	post_user_166283443520449	http://www.brasil247.com/pt/247/economia/118583/Ita%C3%BA-cria-sua-pr%C3%B3pria-rede-Mas-ainda-n%C3%A3o-%C3%A9-o-partido.htm	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQBfK14jYv4p-B5S&w=154&h=154&url=http%3A%2F%2Fwww.brasil247.com%2Fimages%2Fcms-image-000340326.jpg	http://www.brasil247.com/pt/247/economia/118583/Ita%C3%BA-cria-sua-pr%C3%B3pria-rede-Mas-ainda-n%C3%A3o-%C3%A9-o-partido.htm	brasil247.com	2013-10-23T12:46:20+0000	1382532380	0	0	0	0	0	0	0	0	166283443520449_764818083533298	https://www.facebook.com/166283443520449/posts/764818083533298
link	post_user_166283443520449	SERIA UM MEDO DE MARINA???? TV BRASIL _não conseguiu_ transmitir o programa RODA VIVA como faz a anos.. simultaneamente com a TV CULTURA!! TV BRASIL É DO GOVERNO FEDERAL****  O PROGRAMA DE ONTEM FOI COM MARINA SILVA... PRINCIPAL CONCORRENTE DE DILMA... #Falha ou #MEDODEMARINA ??? Fagner Barbosa_ Marcelo Fradim_ Paulo Rosa_ Rede Sustentabilidade + PSB40_ Rede_ Rede Sustentabilidade_ Brasileiros Que Querem a Rede Nas Eleições de 2014_ REDE SP_ Rede Sustentabilidade Ribeirão Preto_ Rede Sustentabilidade....	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQAXd54tF0pStjfQ&w=154&h=154&url=http%3A%2F%2Fnoticiasdatv.uol.com.br%2F%2Fapplication%2Fpublic%2Fimg%2Fnoticias%2F1382450229Marina.2.jpg	http://noticiasdatv.uol.com.br/noticia/televisao/foi-uma-infeliz-coincidencia-diz-tv-brasil-sobre-falha-com-marina-811	noticiasdatv.uol.com.br	2013-10-23T02:32:31+0000	1382495551	1	1	2	2	0	0	0	3	166283443520449_251466198335506	
status	post_user_166283443520449	ELEIÇÃO 2014 -------- Caro pre-candidato_ a movimentação bancaria e de bens_ sua e de seus possíveis doadores devem ser registradas ainda este ano. Não esqueça_ os limites de doação de campanha_ estão atrelados ao IRPF deste ano_ a qual é apresentado ano que vem em abril. (61) 39630181 Wendell Oliveira Contabilidade.				2013-10-22T20:13:15+0000	1382472795	0	0	0	0	0	0	0	0	166283443520449_251405261674933	https://www.facebook.com/166283443520449/posts/251405261674933
link	post_user_166283443520449	http://www1.folha.uol.com.br/poder/2013/10/1360187-marina-apelaria-a-lula-e-fhc-para-governar.shtml	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQBGa9rqI8swNIQM&w=154&h=154&url=http%3A%2F%2Ff.i.uol.com.br%2Ffolha%2Fpoder%2Fimages%2F13294766.jpeg	http://www1.folha.uol.com.br/poder/2013/10/1360187-marina-apelaria-a-lula-e-fhc-para-governar.shtml	.folha.uol.com.br	2013-10-22T13:18:24+0000	1382447904	0	0	0	0	0	0	0	0	166283443520449_763970453618061	https://www.facebook.com/166283443520449/posts/763970453618061
link	post_user_166283443520449	http://www.brasil247.com/pt/247/poder/118456/No-Roda-Viva-Marina-diz-Eduardo-%C3%A9-o-candidato.htm	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQCKXEuW8Tj-CLU9&w=154&h=154&url=http%3A%2F%2Fwww.brasil247.com%2Fimages%2Fcms-image-000340141.jpg	http://www.brasil247.com/pt/247/poder/118456/No-Roda-Viva-Marina-diz-Eduardo-%C3%A9-o-candidato.htm	brasil247.com	2013-10-22T11:39:51+0000	1382441991	0	0	0	0	0	0	0	0	166283443520449_763928746955565	https://www.facebook.com/166283443520449/posts/763928746955565
status	post_user_166283443520449	Hoje no Roda Viva_ gostaria que a Senadora falasse sobre a posição da Rede na questão da vivissecção e também se existe uma proposta para o sistema carcerário e a Fundação Casa deixarem de ser _fábricas de monstros_. Obrigada e boa entrevista!				2013-10-21T21:05:18+0000	1382389518	0	0	0	0	0	0	0	0	166283443520449_251104271705032	https://www.facebook.com/166283443520449/posts/251104271705032
link	post_user_166283443520449	Rede Sustentabilidade faz história... faz com Dilma tire projeto da gaveta. Importante é que se realize...	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQBdxKWdymCoYgpX&w=154&h=154&url=http%3A%2F%2Fredesustentabilidade.org.br%2Fwp-content%2Fuploads%2F2013%2F10%2F8870436154_dfdbfd988b.jpg	http://redesustentabilidade.org.br/nao-e-mera-coincidencia/	redesustentabilidade.org.br	2013-10-21T19:56:46+0000	1382385406	0	0	0	0	0	0	0	0	166283443520449_251092721706187	
link	post_user_166283443520449	Hoje o (des)governo do PT começa a vender o futuro do Brasil com o leilão do campo de Libra_ o primeiro do Pré-Sal... Ao contrário do que prometeu na campanha eleitoral em 2010 Dilma agora também quer privatizar o Brasil... E o pior é vender nosso patrimônio por 0_1% do valor real_ só pra tampar o furo do caixa do (des)governo e tentar melhorar a imagem da péssima gestão da economia brasileira. Mas o povo brasileiro acordou_ como vimos nos protestos de junho e não adiantou o PT impedir o registro da Rede Sustentabilidade porque Marina Silva se uniu ao PSB/Eduardo Campos e está definitivamente próxima de derrotar Dilma no 2º turno das eleições de 2014 como mostram as pesquisas. Estamos de olhos abertos e protestando... Mas o governo imediatista do PT/Dilma/Lula_ que só vê horizonte até as eleições de outubro do ano que vem_ finge que não ouve... Passa por cima do Princípio da Precaução_ preceito do Direito Ambiental_ e coloca à venda algo que não se conhece suficientemente_ para uma exploração de petróleo com tecnologia duvidosa_ cujos riscos reais não se têm certeza cientificamente... Isso no país que_ como vimos no acidente da Chevron há dois anos atrás_ não tem capacidade de controlar um acidente de grandes proporções. Cujo governo admitiu isso e disse que ia fazer um Plano Nacional de Contingência_ que até hoje continua na gaveta... E dá-lhe Aceleração do Crescimento/PAC... Pra levantar $$$ eles levam o Brasil literalmente para o fundo do poço!!!  #ForaPT	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQDuXWkCkbstd5Ic&w=154&h=154&url=http%3A%2F%2Fwww.viomundo.com.br%2Ffacebook%2Ffacebook-default.png	http://www.viomundo.com.br/denuncias/nazareno-godeiro-dilma-entrega-libra-a-familias-rockefeller-e-rothschild.html	viomundo.com.br	2013-10-21T15:59:07+0000	1382371147	3	3	0	0	0	0	0	3	166283443520449_539169892835305	https://www.facebook.com/166283443520449/posts/539169892835305
link	post_user_166283443520449	Caro(a)_  Estamos realizando um estudo de mercado com o intuito de identificar as diversas percepções sobre o uso de fontes de energia alternativa.  E é com o enorme prazer que a Sustentare Energia lhe convida a fazer parte deste estudo.  Entendemos se não puder participar_ mas sua opinião é muito importante para ajudar a construir o futuro sustentável de nossa região.  Para participar_ acesse o link abaixo: https://pt.surveymonkey.com/s/FX9FDVS  Atenciosamente_ Sustentare Energia Fotovoltaica		https://pt.surveymonkey.com/s/FX9FDVS	pt.surveymonkey.com	2013-10-20T22:22:26+0000	1382307746	0	0	0	0	0	0	0	0	166283443520449_656789934355404	https://www.facebook.com/166283443520449/posts/656789934355404
status	post_user_166283443520449	Adoraria promover a rede no meu estado_Rondônia_mas só vejo a divulgação em Roraima.				2013-10-20T17:17:59+0000	1382289479	0	0	0	0	0	0	0	0	166283443520449_250809471734512	https://www.facebook.com/166283443520449/posts/250809471734512
link	post_user_166283443520449	http://www1.folha.uol.com.br/poder/2013/10/1358357-campos-mantem-aliancas-regionais-apesar-de-marina.shtml	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQAXXmr2ZeQj0fzI&w=154&h=154&url=http%3A%2F%2Ff.i.uol.com.br%2Ffolha%2Ffurniture%2F5.2%2Fimages%2Flgo-folha_facebook.jpg	http://www1.folha.uol.com.br/poder/2013/10/1358357-campos-mantem-aliancas-regionais-apesar-de-marina.shtml	.folha.uol.com.br	2013-10-18T12:10:25+0000	1382098225	0	0	0	0	0	0	0	0	166283443520449_760979677250472	https://www.facebook.com/166283443520449/posts/760979677250472
status	post_user_166283443520449	MOBILIAÇÃO CIVIL PARA REFORMA TRIBUTÁRIA   Venho aqui pedir sugestões e apoio para a criação da página _Reforma Tributária Urgente para o Brasil_. Gostaria de contar com a adesão de profissionais ligados a área tributária_ empresários_ e trabalhadores em geral (todo mundo que se interessa pelo assunto_ enfim) para elaborar e discutir uma proposta de Reforma Tributária para o nosso país.  Todo mundo sabe que o Brasil é o país que tem a maior carga de impostos do mundo_ contra o pior serviço prestado. O dinheiro arrecadado com os impostos que pagamos tem servido quase que exclusivamente para sustentar a máquina pública do país_ _inchada_ e ineficiente_ que não produz nada além de gastos. Todos devem se lembrar da bendita CPMF_ criada para resolver o problema da saúde publica no Brasil_ (que nunca aconteceu porque os recursos da CPMF_ como muitos outros_ foram desviados).    Aqui no Brasil paga-se impostos para não ter. Pagamos e...   1) Não temos ensino público de qualidade  2) Não temos hospitais públicos com bom atendimento   3) Não temos estradas e ruas bem cuidadas_ bem planejadas e seguras  4) Não temos segurança publica_ nem segurança nenhuma  5) Não temos saneamento básico  6) Não temos formação profissional técnica_ ( o mercado de trabalho brasileiros esta sendo ocupado pela mão de obra estrangeira_ vide programa mais médicos)  7) Não temos investimentos em infra estrutura (estradas_ portos_ hidrovias_ ferrovias_ transporte publico_ etc...)  Não temos programas de proteção às florestas_ rios e mananciais (a situação dos rios_ das florestas e dos mananciais passou do estado critico para o terminal)  9) Não temos nenhum um tipo de programa sério de inclusão social que invista em capacitação profissional (SESC_ SESI e SENAI funcionam como máquina publica_ funcionando através de decisões políticas_ ganhando em custos e perdendo em qualidade)  10) Não temos um sistema penitenciário sério que invista na infraestrutura das cadeias e presídios e na recuperação dos presos   11) Não temos um sistema sério de internação e recuperação de menores infratores...  12) Não temos um programa sério de combate às drogas  13) Não temos um programa sério de combate às secas_  E por aí vai...  Em resumo: temos hoje no Brasil uma carga de impostos absurda (que incide em cascata)_ fazendo com que o custo de vida no país (custo que sentimos em nossos bolsos) seja o mais alto do mundo. Tudo isso_ somado à incompetência dos poderes públicos e dos nossos governantes_ está transformando o país num lugar inviável de se viver e_ mais_ de se produzir.   Para evitar que o Brasil perca seus talentos para outros países_ para evitar que o Brasil volte a ser tornar uma colônia_ para evitar que o Brasil se torne um país tomado pelo bandidismo e pela corrupção é preciso agir. Cortar os tributos exorbitantes que pagamos para governos que não conseguem dar conta de seus deveres me parece um bom começo.   O segundo passo_ penso eu_ seria criar uma pagina séria e bem cuidada com os feitos e mal feitos dos políticos que ocupam os cargos públicos nesse país e que almejam se eleger ou reeleger. É preciso esclarecer o povo_ pra que ele não erre na urna e pague caro por isso depois. Aliás_ outra coisa que precisa e deve ser derrubada_ urgentemente_ é a reeleição. Política não é emprego publico vitalício. Política não é negócio de família. Política não é caminho para se enriquecer. Todo político precisa e deve ter uma atividade remunerada fora da política. Seu mandato deve durar apenas quatro anos_ e não mais que isso. E sua eleição deve se dar por meio de propostas_ não de publicidade. O povo não deve pagar para ser enganado por marqueteiros e por políticos sem propostas e com excesso de verbas publicas. É preciso esclarecer o povo. É preciso trazer o povo pras ruas. De maneira organizada_ e com propostas claras. Urge saber porque estamos lutando.  Somos maioria absoluta_ não minoria. Minoria são esses bandidos travestidos de políticos_ que desonram e delapidam a nossa nação.   ERVA DANINHA NÃO SE REGA_ SE ARRANCA!   Vamos arrancar a erva daninha da corrupção de cima do nosso Brasil!				2013-10-18T01:50:54+0000	1382061054	0	0	0	0	0	0	0	0	166283443520449_249857955162997	https://www.facebook.com/166283443520449/posts/249857955162997
status	post_user_166283443520449	Ai pessoal. Cadê os comentários sobre os abusos de autoridade da PM? Estão com medo? Será? 				2013-10-17T23:39:14+0000	1382053154	0	0	0	0	0	0	0	0	166283443520449_249831941832265	https://www.facebook.com/166283443520449/posts/249831941832265
link	post_user_166283443520449	http://tijolaco.com.br/index.php/disruptura-ou-como-marina-quer-por-fim-a-era-lula-tal-como-fh-quis-sepultar-a-era-vargas/	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQBrjlDYwxv-UYvq&w=154&h=154&url=http%3A%2F%2Ftijolaco.com.br%2Fblog%2Fwp-content%2Fuploads%2F2013%2F10%2Fvamos-594x410.jpg	http://tijolaco.com.br/index.php/disruptura-ou-como-marina-quer-por-fim-a-era-lula-tal-como-fh-quis-sepultar-a-era-vargas/	tijolaco.com.br	2013-10-17T12:25:26+0000	1382012726	0	0	0	0	0	0	0	0	166283443520449_760211960660577	https://www.facebook.com/166283443520449/posts/760211960660577
photo	post_user_166283443520449	Motivado por esta_ e muitas outras _sinceras posturas_ (relatada acima do cartaz)_ é que sigo  - e que a parti de agora_ dentro das minhas limitadas possibilidade_ me torno um Soldado (da Rede Sustentabilidade) para estimular a Candidatura da Marina Silva (à Presidência da Republica_ nas Eleições de 2.014)!!!	https://scontent-a.xx.fbcdn.net/hphotos-ash3/l/t1.0-0/1374790_597127733658915_1407492539_s.jpg	https://www.facebook.com/BrasilEmRede/photos/a.498306806874342.107546.493416060696750/597127733658915/?type=1	facebook.com	2013-10-16T17:50:04+0000	1381945804	0	0	0	0	0	0	0	0	166283443520449_249422571873202	
photo	post_user_166283443520449	MARINA SILVA PRESIDENTE DO BRASIL: EU QUERO!!!	https://fbcdn-sphotos-h-a.akamaihd.net/hphotos-ak-ash3/t1.0-9/q71/s480x480/944629_533336820081091_905051121_n.jpg	https://www.facebook.com/photo.php?fbid=533336820081091&set=o.166283443520449&type=1	facebook.com	2013-10-16T17:41:19+0000	1381945279	0	0	1	1	0	1	0	2	166283443520449_533336820081091	https://www.facebook.com/166283443520449/posts/533336820081091
link	post_user_166283443520449	Pedimos a gentileza de divulgar nosso evento https://www.facebook.com/estacaosustentavel..._ o grupo de artesãos agradece imensamente!  Ótimo dia a todos_ bjs_ Paula Morato	https://fbcdn-profile-a.akamaihd.net/hprofile-ak-prn2/t5/188013_628794243839603_317812889_n.jpg	https://www.facebook.com/estacaosustentavel	facebook.com	2013-10-16T16:15:42+0000	1381940142	0	0	0	0	0	0	0	0	166283443520449_431958320244175	https://www.facebook.com/166283443520449/posts/431958320244175
link	post_user_166283443520449	https://www.facebook.com/eduardocamposmarinasilva?ref=tn_tnmn	https://fbcdn-profile-a.akamaihd.net/hprofile-ak-ash2/t5/276816_215347258641325_1878448342_n.jpg	https://www.facebook.com/eduardocamposmarinasilva	facebook.com	2013-10-16T13:03:04+0000	1381928584	0	0	0	0	0	0	0	0	166283443520449_217506148425436	https://www.facebook.com/166283443520449/posts/217506148425436
link	post_user_166283443520449	http://www.brasil247.com/pt/247/poder/117940/Marina-Dilma-%C3%A9-chantageada-pelo-Congresso.htm	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQAkr-o6XAPI92Oj&w=154&h=154&url=http%3A%2F%2Fwww.brasil247.com%2Fimages%2Fcms-image-000339396.jpg	http://www.brasil247.com/pt/247/poder/117940/Marina-Dilma-%C3%A9-chantageada-pelo-Congresso.htm	brasil247.com	2013-10-16T10:46:48+0000	1381920408	0	0	0	0	0	0	0	0	166283443520449_759425454072561	https://www.facebook.com/166283443520449/posts/759425454072561
status	post_user_166283443520449	proposta de negociacao programatica e na atraves do toma la da ca e a saida.				2013-10-16T05:59:18+0000	1381903158	0	0	0	0	0	0	0	0	166283443520449_249272745221518	https://www.facebook.com/166283443520449/posts/249272745221518
status	post_user_166283443520449	Por favor_ gostaria de saber como faço para me filiar ao partido Rede Sustentabilidade. Moro na Praia Grande. 				2013-10-16T05:37:44+0000	1381901864	0	0	0	0	0	0	0	0	166283443520449_249269805221812	https://www.facebook.com/166283443520449/posts/249269805221812
status	post_user_166283443520449	Para os que apoiam e defendem que Marina seja candidata a presidente em 2014 pelo PSB_ ponho a disposição o blog Presidenta Marina Silva. Quer publicar lá? Envie email para icatu.marina@blogger.com 				2013-10-15T12:49:51+0000	1381841391	0	0	0	0	0	0	0	0	166283443520449_249068821908577	https://www.facebook.com/166283443520449/posts/249068821908577
link	post_user_166283443520449	MARINA SILVA ASSUME DISCURSO NEOLIBERAL- A ex-senadora Marina Silva partiu para o ataque nesta segunda-feira_ ao afirmar que a marca do governo Dilma Rousseff “é a do retrocesso”_ e que a política econômica da gestão de Dilma vem sendo praticada com _alguma negligência em função da ansiedade política__ o que põe em risco as conquistas adquiridas desde o início da estabilização econômica_ que começou a ser implantada ainda no governo do tucano Fernando Henrique Cardoso.  Leia mais sobre esse assunto em http://oglobo.globo.com/pais/em-recife-marina-diz-que-marca-do-governo-dilma-a-do-retrocesso-na-economia	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQClrKWjAjhgesPz&w=154&h=154&url=http%3A%2F%2Foglobo.globo.com%2Fin%2F10363487-417-fe8%2FFT631A%2F2013101456127.jpg	http://oglobo.globo.com/pais/em-recife-marina-diz-que-marca-do-governo-dilma-a-do-retrocesso-na-economia-10363488#ixzz2hkGW1v76	oglobo.globo.com	2013-10-15T00:19:26+0000	1381796366	0	0	0	0	0	0	0	0	166283443520449_10152019565611929	https://www.facebook.com/166283443520449/posts/10152019565611929
status	post_user_166283443520449	Só rindo desta capela de babaquaras. Bando de sem-noção. Vão para o meio do mato e tirar leite do pau e aproveite tome aquele suquinho de cipó que deixa doidão. KKKKKKKKKKKKKKKKK				2013-10-14T23:24:07+0000	1381793047	0	0	0	0	0	0	0	0	166283443520449_248907835258009	https://www.facebook.com/166283443520449/posts/248907835258009
link	post_user_166283443520449	http://tijolaco.com.br/index.php/marina-quer-ser-o-fhc-com-hepatite/	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQABtaGMkW24d3xm&w=154&h=154&url=http%3A%2F%2Ftijolaco.com.br%2Fblog%2Fwp-content%2Fuploads%2F2013%2F10%2Fmarinafhc.png	http://tijolaco.com.br/index.php/marina-quer-ser-o-fhc-com-hepatite/	tijolaco.com.br	2013-10-14T15:06:24+0000	1381763184	0	0	0	0	0	0	0	0	166283443520449_758036890878084	https://www.facebook.com/166283443520449/posts/758036890878084
status	post_user_166283443520449	 AS MARACUTAIAS QUE ESTÃO POR TRAZ DOS CADEIÕES DO PSDB EM SÃO PAULO !!!  A VERDADE SOBRE A REVOGAÇÃO DO CADEIÃO EM ARACARIGUAMA !!!  Graças a DEUS e ao Bravo POVO de nossa cidade _ o famigerado decreto do Cadeião FOI REVOGADO !!!  Precisamos agradecer a todos que diretamente ou indiretamente Colaboraram para que ficássemos livres deste imenso problema ...  Porem gosstaria de tecer ainda alguns comentários a respeito deste assunto :   Primeiro vale lembrar que a revogação se deu pela DOR _ pois estava ficando cada vez mais difícil para o Governo Estadual explicar o por que de se desapropriar uma área de mais de 250 mil metros quadrados em pleno coração do Distrito Industrial da Cidade pagando Milhões _ mesmo o Estado sendo dono de uma área de mais de 12 milhões de metros na mesma cidade ( FAZENDA BUTANTAN ) _ com as mesmas características e ainda pelo fato de que a referida área pelo que tudo indica _ seria do Sr Andrea matarazzo _ aquele apadrinhado do PSDB que está envolvido no escândalo das propinas milionárias do TRENSALÃO ...ou seja visivelmente o Governador cedeu por medo das conseqüências dos fatos acima denunciados pelo corajoso Deputado Estadual Major Olímpio da Tribuna da Assembleia Legislativa de São Paulo por duas vezes ficarem ainda mais evidentes e a provável abertura de CPI na Assembleia ...  Outra questão é o fato do oportunismo de véspera de eleição _ pois novamente o Governador usa o Decreto do Cadeião para levar vantagens Eleitorais ...Precisamos lembrar que em Março de 2012 ele editou o Maldito Decreto ...em seguida dias antes do início da Campanha de 2012 ... REVOGOU _ Beneficiando diretamente a Eleição o Sr Roque da Reflet _ candidato a Prefeito de seu Partido ...Passados exatos UM ANO DA ELEIÇÃO _ O SR GOVERNADOR QUE TANTO AMA ARACARIGUAMA _ REEDITOU O DECRETO _ nos imputando um tremendo Mal estar e prejuízos incalculáveis para nossa cidade _ que viveu sem nenhuma duvida por conta deste INSANO ATO _ os dias mais sombrios de sua historia ... Onde o GOVERNADOR E O SR PREFEITO ROQUE impuseram enorme sofrimento ao nosso povo _ que geraram a necessidade de manifestações populares que uniram a cidade contra o CADEIÃO ... Não satisfeitos com todo o Mal que fizeram e com as Mentiras Plantadas _ o Sr Roque e o Sr Governador Geraldinho Bondades _ agora apresentam a HEROICA REVOGACÃO _ como se fosse um grande Favor ao nosso povo e Região e ainda cobrando sem nenhum pudor ou remorso _ que todos devam ser eternamente gratos ... para sempre ...!!!   NÃO senhores e senhoras _ eles queriam SIM O CADEIÃO EM ARAÇARIGUAMA e só cederam por que as força vivas de nossa cidade se MOBILIZARAM DE TODAS AS FORMAS POSSÍVEIS e DENUNCIARAM O QUE ESTAVA DE VERDADE POR TRAZ DESTA ARMAÇÃO ... É LOGICO QUE criarem uma GRANDE DIFICULDADE _ PARA EM SEGUIDA VENDEREM UMA FACILIDADE _ BEM AO ESTILO DOS CORONÉIS _ QUE DAVAM UM PË DE BOTA E DEPOIS DAS ELEIÇÕES DARIAM O OUTRO ... Logicamente pensado que todos somos IDIOTAS E ALIENADOS POLÍTICOS !!!  POR FIM gostaria de deixar uma pergunta para ambos ...os enganadores _ Sr Roque e principalmente para o Sr Governador ...Depois de toda essa tramóia _ por favor expliquem :   O QUE SERÁ FEITO NA AREA QUE IA SER UTILIZADA PARA CONSTRUÇÃO DE CADEIÕES _ POIS FORAM PAGOS A FAMILIA MATARAZZO MAIS DE 9 MILHÕES PELA DESAPROPRIAÇÃO E PAGAMENTO A VISTA DO LOCAL ...???  QUEM SABE NÃO ACORDAM E REALMENTE FAZEM ALGO DE BOM E PROVEITOSO POR NOSSA CIDADE ... QUE TAL _ UMA GRANDE FACULDADE _ UM CENTRO TECNICO / TECNOLOGICO _ UM HOSPITAL E MATERNIDADE _ PROJETOS DE HABITACÃO OU OUTRO EQUIPAMENTO PÚBLICO QUE REALMENTE SEJA IMPORTANTE PARA O PRESENTE E FUTURO DE NOSSA CIDADE !!!  Assinado ...CARLOS AYMAR ex Prefeito reeleito de Araçariguama				2013-10-14T14:47:41+0000	1381762061	0	0	0	0	0	0	0	0	166283443520449_248751661940293	https://www.facebook.com/166283443520449/posts/248751661940293
link	post_user_166283443520449	http://www.brasil247.com/pt/247/pernambuco247/117718/Bezerra-joga-Marina-para-o-banco-de-reservas.htm	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQAl70eOq6TOZ7O8&w=154&h=154&url=http%3A%2F%2Fwww.brasil247.com%2Fimages%2Fcms-image-000338943.jpg	http://www.brasil247.com/pt/247/pernambuco247/117718/Bezerra-joga-Marina-para-o-banco-de-reservas.htm	brasil247.com	2013-10-14T11:38:23+0000	1381750703	0	0	0	0	0	0	0	0	166283443520449_757919540889819	https://www.facebook.com/166283443520449/posts/757919540889819
link	post_user_166283443520449	http://www.brasil247.com/pt/247/brasilia247/117715/Rede-rejeita-aderir-%C3%A0-c%C3%BApula-do-PSB.htm	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQA0VwdIeu-fTmI5&w=154&h=154&url=http%3A%2F%2Fwww.brasil247.com%2Fimages%2Fcms-image-000338937.jpg	http://www.brasil247.com/pt/247/brasilia247/117715/Rede-rejeita-aderir-%C3%A0-c%C3%BApula-do-PSB.htm	brasil247.com	2013-10-14T11:26:57+0000	1381750017	0	0	0	0	0	0	0	0	166283443520449_757914487556991	https://www.facebook.com/166283443520449/posts/757914487556991
link	post_user_166283443520449	http://josiasdesouza.blogosfera.uol.com.br/2013/10/13/campos-prega-nova-politica-e-pratica-a-velha/	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQD-o1I1h4YIQbkM&w=154&h=154&url=http%3A%2F%2Fimguol.com%2Fblogs%2F58%2Ffiles%2F2013%2F10%2FEduardoMarinaDivulga%25C3%25A7%25C3%25A3o1.png	http://josiasdesouza.blogosfera.uol.com.br/2013/10/13/campos-prega-nova-politica-e-pratica-a-velha/	josiasdesouza.blogosfera.uol.com.br	2013-10-13T13:57:05+0000	1381672625	1	1	1	1	0	0	1	3	166283443520449_757164980965275	https://www.facebook.com/166283443520449/posts/757164980965275
link	post_user_166283443520449	http://tijolaco.com.br/index.php/os-furos-e-as-revelacoes-da-carta-aberta-da-rede/	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQAqD0wBcTn0NjRA&w=154&h=154&url=http%3A%2F%2Ftijolaco.com.br%2Fblog%2Fwp-content%2Fuploads%2F2013%2F10%2Faroeira3.jpg	http://tijolaco.com.br/index.php/os-furos-e-as-revelacoes-da-carta-aberta-da-rede/	tijolaco.com.br	2013-10-13T13:41:42+0000	1381671702	0	0	0	0	0	0	0	0	166283443520449_757155654299541	https://www.facebook.com/166283443520449/posts/757155654299541
status	post_user_166283443520449	É com grande prazer que agente tem á REDE em nossa Cidade Acopiara _e cada dia a REDE JOVEM ACOPIARENSE  dar um grande salto isso mostra que nossa cidade também confia na gente _ir a REDE está querendo todo apoio da REDE SUSTENTABILIDADE . Eu Sou EDSON GUERRA Presidente da REDE Jovem Acopiarense .				2013-10-13T13:39:22+0000	1381671562	1	2	0	0	0	0	0	1	166283443520449_248446995304093	https://www.facebook.com/166283443520449/posts/248446995304093
